name,sku,category,subcategory,unit,brand,cost_price,selling_price,wholesale_price,opening_stock,min_stock,max_stock,track_stock,is_sellable,barcode,description,image_url,variation_name,variation_sku,variation_barcode
BANARSI MUKESH 2P,SLM-0367,Formal Wear,Mukesh,Piece,Din Couture,11000,27500,,1,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE GOLDEN MUKESH,SLM-0368,Formal Wear,Pure - Mukesh,Piece,Din Couture,19025,47562.5,,43,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE GOLDEN MUKESH SARI,SLM-0369,Formal Wear,Pure - Saree,Piece,Din Couture,23240,58100,,8,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
FISH MUKESH SARI,SLM-0370,Formal Wear,Saree,Piece,Din Couture,27600,69000,,3,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
FISH MUKESH,SLM-0371,Formal Wear,Mukesh,Piece,Din Couture,27500,68750,,18,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
CHANDNI SILK SUIT,SLM-0372,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,13000,32500,,21,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
HEAVY CHANDNI SUIT,SLM-0373,Formal Wear,Suit,Piece,Din Couture,14000,35000,,9,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
CHANDNI LIGHT SUIT,SLM-0374,Formal Wear,Suit,Piece,Din Couture,18000,45000,,2,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
CHANDANI HEAVY GOWN,SLM-0375,Unstitched Fabric,General Fabric,Piece,Din Couture,34000,85000,,7,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
TISSUE CHANDNI GOWN,SLM-0376,Unstitched Fabric,Tissue,Piece,Din Couture,15000,37500,,6,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
HEAVY VISCOS CHIKENKARI PEARL SUIT,SLM-0377,Formal Wear,Suit,Piece,Din Couture,22000,55000,,13,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
LIGHT VISCOS CHIKENKARI PEARL,SLM-0378,Unstitched Fabric,General Fabric,Piece,Din Couture,14000,35000,,9,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
VISCOS CHIKENKARI FROCK,SLM-0379,Unstitched Fabric,General Fabric,Piece,Din Couture,33000,82500,,2,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
BLOCK PRINT GOTA SUIT,SLM-0380,Formal Wear,Suit,Piece,Din Couture,15000,37500,,7,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE JARJET CHIKENKARI SUIT,SLM-0381,Formal Wear,Pure - Suit,Piece,Din Couture,30000,75000,,4,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
HAND WORK CHIKENKARI SUIT,SLM-0382,Formal Wear,Suit,Piece,Din Couture,23500,58750,,12,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
INDIAN CHIKENKARI MUKESH SUIT,SLM-0383,Formal Wear,Mukesh,Piece,Din Couture,32000,80000,,6,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
INDIAN BADLA MUKESH SARI,SLM-0384,Formal Wear,Saree,Piece,Din Couture,78000,195000,,1,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
INDINA MUKESH SUIT,SLM-0385,Formal Wear,Mukesh,Piece,Din Couture,26800,67000,,11,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
INDIAN MUKESH DUPPTA,SLM-0386,Formal Wear,Mukesh,Piece,Din Couture,43500,108750,,9,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PARSI GORA SUITS,SLM-0387,Formal Wear,Suit,Piece,Din Couture,50000,125000,,9,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
INDIAN MUKESH SUITS,SLM-0388,Formal Wear,Mukesh,Piece,Din Couture,20000,50000,,7,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GOLDEN MUKESH FROCK,SLM-0389,Formal Wear,Mukesh,Piece,Din Couture,32300,80750,,7,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
FISH MUKESH FROCK,SLM-0390,Formal Wear,Mukesh,Piece,Din Couture,34000,85000,,6,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE GRIP INDIAN MUKESH FROCK,SLM-0391,Formal Wear,Pure - Mukesh,Piece,Din Couture,52250,130625,,24,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE GRIP INDIAN LANGHA,SLM-0392,Unstitched Fabric,Pure - General Fabric,Piece,Din Couture,68500,171250,,10,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
INDIAN ORGANZIA MUKESH SUIT,SLM-0393,Formal Wear,Mukesh,Piece,Din Couture,26000,65000,,3,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
CHANDANI MUKESH SUITS,SLM-0394,Formal Wear,Mukesh,Piece,Din Couture,20300,50750,,3,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
VELVET MUKESH DUPPTA,SLM-0395,Formal Wear,Mukesh,Piece,Din Couture,7500,18750,,2,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
VELVET GOTA DUPPTA,SLM-0396,Ready to Wear,Dupatta,Piece,Din Couture,5500,13750,,6,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
KALAMKAR SHAWLS,SLM-0397,Formal Wear,Shawl,Piece,Din Couture,128000,320000,,12,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
KALAMKAR SHAWLS,SLM-0398,Formal Wear,Shawl,Piece,Din Couture,85250,213125,,12,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE RAW SILK MUKESH,SLM-0399,Formal Wear,Pure - Mukesh,Piece,Din Couture,14800,37000,,6,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE SHAFON MUKESH DUPPTA,SLM-0400,Formal Wear,Pure - Mukesh,Piece,Din Couture,12480,31200,,14,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
FISH MUKESH DUPPTA,SLM-0401,Formal Wear,Mukesh,Piece,Din Couture,14275,35687.5,,20,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SHAFON KANI SILK DUPPTA,SLM-0402,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,13000,32500,,32,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE GOTA SUITS LCD,SLM-0403,Formal Wear,Pure - Suit,Piece,Din Couture,18500,46250,,10,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
NET GOTA LENGHA,SLM-0404,Unstitched Fabric,General Fabric,Piece,Din Couture,17000,42500,,3,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE GOTA DUPPTA,SLM-0405,Ready to Wear,Pure - Dupatta,Piece,Din Couture,13700,34250,,47,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE RAW SILK GOTA SUITS,SLM-0406,Unstitched Fabric,Pure - Silk / Atlas,Piece,Din Couture,22500,56250,,5,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE SHAFON GOTA DUPPTA,SLM-0407,Ready to Wear,Pure - Dupatta,Piece,Din Couture,9500,23750,,17,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
BANARSRI GOTA DUPPTA,SLM-0408,Ready to Wear,Dupatta,Piece,Din Couture,20350,50875,,13,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GOTA MUKESH SARI,SLM-0409,Formal Wear,Saree,Piece,Din Couture,27000,67500,,3,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PK SHAFON GOTA DUPPTA,SLM-0410,Ready to Wear,PK Viscos - Dupatta,Piece,Din Couture,4500,11250,,7,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GOTA FROCK,SLM-0411,Unstitched Fabric,General Fabric,Piece,Din Couture,19000,47500,,6,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
NET GOTA FROCK,SLM-0412,Unstitched Fabric,General Fabric,Piece,Din Couture,22000,55000,,12,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE SHAFON GOTA FROCK,SLM-0413,Unstitched Fabric,Pure - General Fabric,Piece,Din Couture,31300,78250,,7,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GOTA MUKESH FROCK,SLM-0414,Formal Wear,Mukesh,Piece,Din Couture,58300,145750,,3,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
BANARSI GOTA SUIT,SLM-0415,Unstitched Fabric,Banarsi,Piece,Din Couture,19800,49500,,13,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GOTA MUKESH SUITS,SLM-0416,Formal Wear,Mukesh,Piece,Din Couture,24000,60000,,2,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GOTA MUKESH DUPPTA,SLM-0417,Formal Wear,Mukesh,Piece,Din Couture,14000,35000,,3,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GOTA ORANGE SUIT,SLM-0418,Formal Wear,Suit,Piece,Din Couture,9600,24000,,22,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GOTA SUITS,SLM-0419,Formal Wear,Suit,Piece,Din Couture,4000,10000,,6,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GOTA SUITS,SLM-0420,Formal Wear,Suit,Piece,Din Couture,9000,22500,,10,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GOTA SUITS,SLM-0421,Formal Wear,Suit,Piece,Din Couture,3000,7500,,1,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SCREEN PRINT H WORK SUIT,SLM-0422,Formal Wear,Suit,Piece,Din Couture,11000,27500,,6,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SCREEN PRINT H WORK DUPPTA,SLM-0423,Ready to Wear,Dupatta,Piece,Din Couture,7500,18750,,4,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SATRANGI KANI DUPPTA,SLM-0424,Ready to Wear,Dupatta,Piece,Din Couture,17000,42500,,10,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
ANSAR ATLAS DUPPTA,SLM-0425,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,13000,32500,,26,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
ANSAR SATRANGI DUPPTA,SLM-0426,Ready to Wear,Dupatta,Piece,Din Couture,18000,45000,,5,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
HASAN BAN CHECK DUPPTA,SLM-0427,Unstitched Fabric,Banarsi,Piece,Din Couture,6500,16250,,13,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
IBRAHIM ATLAS DUPPTA SILK,SLM-0428,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,10500,26250,,7,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PK ATLAS DUPPTA,SLM-0429,Unstitched Fabric,PK Viscos - Silk / Atlas,Piece,Din Couture,5500,13750,,10,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
ZIA PURE SILK DAN DUPPTA,SLM-0430,Unstitched Fabric,Pure - Silk / Atlas,Piece,Din Couture,13000,32500,,3,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PK CHUNRI DUPPTA,SLM-0431,Ready to Wear,PK Viscos - Dupatta,Piece,Din Couture,8500,21250,,72,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
ZIA ATLAS SHAFON DUPPTA,SLM-0432,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,8500,21250,,8,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
ALEEM ATLAS SHAFON DUPPTA,SLM-0433,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,9000,22500,,11,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SHAFON BAN DUPPTA,SLM-0434,Unstitched Fabric,Banarsi,Piece,Din Couture,8000,20000,,18,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE ORGANZIA EMB DUPPTA,SLM-0435,Ready to Wear,Pure - Dupatta,Piece,Din Couture,6500,16250,,13,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GENTS CHIKANKARI SUITS,SLM-0436,Formal Wear,Suit,Piece,Din Couture,19000,47500,,12,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
HEAVY PURE ORGANZIA EMB DUPPTA,SLM-0437,Ready to Wear,Pure - Dupatta,Piece,Din Couture,8500,21250,,33,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE ORGANZIA MULTI EMB DUPPTA,SLM-0438,Ready to Wear,Pure - Dupatta,Piece,Din Couture,9500,23750,,6,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SHESHA SILK EMB SHIRT,SLM-0439,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,4500,11250,,6,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SHESHA SILK EMB DUPPTA,SLM-0440,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,8500,21250,,21,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SHESHA SILK EMB DUPPTA,SLM-0441,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,10000,25000,,4,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SHESHA SILK EMB DUPPTA,SLM-0442,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,10500,26250,,10,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SHESHA SILK EMB DUPPTA,SLM-0443,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,12000,30000,,3,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SHESHA SILK EMB DUPPTA,SLM-0444,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,13000,32500,,5,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
NEEMZARI PLAIN DUPPTA,SLM-0445,Ready to Wear,Dupatta,Piece,Din Couture,11500,28750,,16,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GAJI PLAIN DUPPTA,SLM-0446,Ready to Wear,Dupatta,Piece,Din Couture,9000,22500,,18,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
INDIAN AJRAK PLAIN DUPPTA,SLM-0447,Ready to Wear,Dupatta,Piece,Din Couture,6500,16250,,12,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
ALEEM KUNDAN ZARI DUPPTA,SLM-0448,Ready to Wear,Dupatta,Piece,Din Couture,17000,42500,,5,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
ANSAR KUNDAN ZARI DUPPTA,SLM-0449,Ready to Wear,Dupatta,Piece,Din Couture,13000,32500,,5,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
AJRAK TILLA WORK SHAWL,SLM-0450,Formal Wear,Shawl,Piece,Din Couture,15000,37500,,6,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
AJRAK MUKESH DUPPTA,SLM-0451,Formal Wear,Mukesh,Piece,Din Couture,14000,35000,,5,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PASHMINA PLAIN STOLLER,SLM-0452,Unstitched Fabric,General Fabric,Piece,Din Couture,6200,15500,,8,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PASHMINA MOON LIGHT DUPPTA,SLM-0453,Ready to Wear,Dupatta,Piece,Din Couture,12500,31250,,15,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PASHMINA EMB STOLLER,SLM-0454,Unstitched Fabric,General Fabric,Piece,Din Couture,7000,17500,,16,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
MOON LIGHT HEAVY PASHMINA SHAWLS,SLM-0455,Formal Wear,Shawl,Piece,Din Couture,15000,37500,,20,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
UNIVERSAL PASHMINA SHAWLS,SLM-0456,Formal Wear,Shawl,Piece,Din Couture,17500,43750,,18,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
BLOCK PRINT MUKESH DUPPTA,SLM-0457,Formal Wear,Mukesh,Piece,Din Couture,6500,16250,,9,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
AJRAK STONE WORK SUITS,SLM-0458,Formal Wear,Suit,Piece,Din Couture,24000,60000,,29,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
BLOCK PRINT SUIT,SLM-0459,Formal Wear,Suit,Piece,Din Couture,12000,30000,,41,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
INDIAN AJRAK STONE DUPPTA,SLM-0460,Ready to Wear,Dupatta,Piece,Din Couture,13000,32500,,21,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
INDIAN AJRAK SARI,SLM-0461,Formal Wear,Saree,Piece,Din Couture,13000,32500,,19,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
MUKESH BAMBER DANA,SLM-0462,Formal Wear,Mukesh,Piece,Din Couture,750,1875,,69.5,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
MUKESH BAMBER,SLM-0463,Formal Wear,Mukesh,Piece,Din Couture,1400,3500,,177.5,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
BAMBER GOTA,SLM-0464,Unstitched Fabric,Chiffon,Piece,Din Couture,1200,3000,,22,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE MUKESH SHAFON,SLM-0465,Formal Wear,Pure - Mukesh,Piece,Din Couture,3500,8750,,47.5,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
ZARI NET MUKESH DUPPTA,SLM-0466,Formal Wear,Mukesh,Piece,Din Couture,12000,30000,,7,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SEMI PURE SCREEN PRINT DUPPTA,SLM-0467,Ready to Wear,Semi-Pure - Dupatta,Piece,Din Couture,4000,10000,,5,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
NEEMZARI SARI MUKESH,SLM-0468,Formal Wear,Saree,Piece,Din Couture,50000,125000,,12,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
NEEMZARI SARI MUKESH,SLM-0469,Formal Wear,Saree,Piece,Din Couture,28000,70000,,1,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PATOLA SILK SUIT,SLM-0470,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,8500,21250,,12,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PATOLA SILK SHIRT,SLM-0471,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,4000,10000,,2,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE SCREEN PRINT PLAIN DUPPTA,SLM-0472,Ready to Wear,Pure - Dupatta,Piece,Din Couture,7000,17500,,2,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
BLOCK PRINT SUIT,SLM-0473,Formal Wear,Suit,Piece,Din Couture,9000,22500,,28,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PASHMINA SILK SUIT,SLM-0474,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,20000,50000,,11,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PASHMINA SUIT,SLM-0475,Formal Wear,Suit,Piece,Din Couture,12000,30000,,4,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
ATLAS MUKESH SHAWL,SLM-0476,Formal Wear,Shawl,Piece,Din Couture,14000,35000,,24,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
ATLAS MUKESH RESHEEM SHAWL,SLM-0477,Formal Wear,Shawl,Piece,Din Couture,110000,275000,,1,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
ATLAS MUKESH RESHEEM SHAWL,SLM-0478,Formal Wear,Shawl,Piece,Din Couture,100000,250000,,1,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SCREEN PRINT SHAWL H WORK,SLM-0479,Formal Wear,Shawl,Piece,Din Couture,37000,92500,,1,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
BAMBER H PAINT DUPPTA,SLM-0480,Unstitched Fabric,Chiffon,Piece,Din Couture,2200,5500,,29,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE MEDIUM H PAINT DUPPTA,SLM-0481,Ready to Wear,Pure - Dupatta,Piece,Din Couture,800,2000,,3,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
MEDIUM H PAINT CHAN  DUPPTA,SLM-0482,Ready to Wear,Dupatta,Piece,Din Couture,4500,11250,,8,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PK BANARSI CHAN DUPPTA,SLM-0483,Unstitched Fabric,PK Viscos - Banarsi,Piece,Din Couture,6000,15000,,3,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE ORGANZIA H PAINT DUPPTA,SLM-0484,Ready to Wear,Pure - Dupatta,Piece,Din Couture,5500,13750,,25,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
ORGANZIA H PAINT H WORK DUPPTA,SLM-0485,Ready to Wear,Dupatta,Piece,Din Couture,25000,62500,,2,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE TISSUE SANIA YARDS,SLM-0486,Unstitched Fabric,Pure - Tissue,Piece,Din Couture,3200,8000,,73,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SHESHA EMB THAN,SLM-0487,Unstitched Fabric,General Fabric,Piece,Din Couture,1150,2875,,27.5,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SHESHA EMB,SLM-0488,Unstitched Fabric,General Fabric,Piece,Din Couture,2500,6250,,6,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SHESHA SILK EMB SUIT,SLM-0489,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,7000,17500,,5,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
SHAMOS BLOCK PRINT THAN,SLM-0490,Unstitched Fabric,General Fabric,Piece,Din Couture,1200,3000,,140,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GAJI SILK INDIAN MUKESH DUPPTA,SLM-0491,Formal Wear,Mukesh,Piece,Din Couture,30000,75000,,9,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GAJI SILK DUPPTA ZIG ZAG,SLM-0492,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,22000,55000,,24,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GAJI SILK HEAVY DUPPTA,SLM-0493,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,23500,58750,,18,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GAJI SILK CHACK DUPPTA,SLM-0494,Unstitched Fabric,Silk / Atlas,Piece,Din Couture,19000,47500,,24,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
NEEMZARI MUKESH DUPPTA,SLM-0495,Formal Wear,Mukesh,Piece,Din Couture,20000,50000,,14,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GAJI SILK MUKESH DUPPTA,SLM-0496,Formal Wear,Mukesh,Piece,Din Couture,18000,45000,,38,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
GAJI SILK MUKESH DUPPTA,SLM-0497,Formal Wear,Mukesh,Piece,Din Couture,16500,41250,,21,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
ATLAS MUKESH DUPPTA,SLM-0498,Formal Wear,Mukesh,Piece,Din Couture,14000,35000,,15,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PK LORSI ZARI SUIT,SLM-0499,Formal Wear,PK Viscos - Suit,Piece,Din Couture,2000,5000,,17,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
BLOCK PRINT MUKESH SUIT,SLM-0500,Formal Wear,Mukesh,Piece,Din Couture,23500,58750,,5,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
PURE BANARSI SUITS,SLM-0501,Unstitched Fabric,Pure - Banarsi,Piece,Din Couture,10500,26250,,13,1,,yes,yes,,Imported from item list slm zhd.xls - SLM A13 B.csv,,,,
